,P-Africa,R-Africa,P-Asia,R-Asia,P-Europe,R-Europe,P-North America,R-North America,P-Oceania,R-Oceania,P-South America,R-South America
8264,,,,,0.8957,87.0,0.7506,85,,,0.2732,91.0
8265,,,,,-0.34,87.0,-0.2263,85,,,0.3612,90.0
8266,,,,,0.8555,87.0,0.5574,85,,,0.561,90.0
8267,,,,,0.8126,88.0,0.8779,85,,,0.5007,90.0
8268,,,,,0.0,88.0,0.9153,85,,,0.4019,90.0
8269,,,,,0.3182,88.0,0.9134,89,,,-0.1779,85.0
8270,,,,,0.4497,88.0,-0.1796,89,,,0.0,86.0
8271,,,,,0.0,88.0,0.4588,89,,,0.891,86.0
8272,,,,,-0.128,88.0,0.9042,89,,,-0.2732,85.0
8273,,,,,0.0,88.0,0.836,89,,,0.2732,85.0
8274,,,,,-0.4215,88.0,0.775,89,,,-0.2732,85.0
8275,,,,,0.34,88.0,0.743,89,,,0.6652,85.0
8276,,,,,0.6757,88.0,0.7003,89,,,0.0,88.0
8277,,,,,-0.0644,88.0,0.8402,89,,,0.6124,88.0
8278,,,,,0.0,88.0,0.6428,89,,,0.743,88.0
8279,,,,,0.0,88.0,0.5859,89,,,0.0,88.0
8280,,,,,0.0,88.0,0.872,89,,,0.0,89.0
8281,,,,,0.7783,87.0,0.872,89,,,0.0,89.0
8282,,,,,0.0,87.0,0.8641,88,,,0.0,89.0
8283,,,,,-0.4215,87.0,0.7506,88,,,0.7003,89.0
8284,,,,,0.3818,87.0,0.7783,88,,,0.765,88.0
8285,,,,,0.7506,87.0,0.4588,88,,,0.2263,88.0
8286,,,,,0.6597,87.0,0.4118,88,,,-0.3182,88.0
8287,,,,,0.5106,87.0,0.6059,87,,,0.6124,87.0
8288,,,,,0.4588,87.0,0.4767,87,,,0.0,87.0
8289,,,,,0.7996,87.0,0.9246,87,,,-0.0258,87.0
8290,,,,,0.9081,87.0,0.9562,87,,,0.8674,87.0
8291,,,,,0.1027,87.0,0.9423,87,,,-0.5499,87.0
8292,,,,,0.0,87.0,0.7506,87,,,0.5994,87.0
8293,,,,,0.6124,87.0,0.9501,87,,,0.0,86.0
8294,,,,,0.743,87.0,0.6369,87,,,0.5423,86.0
8295,,,,,0.886,87.0,0.0258,87,,,0.7845,86.0
8296,,,,,0.7645,92.0,-0.1901,87,,,-0.1154,86.0
8297,,,,,0.7003,92.0,0.9042,87,,,0.0,86.0
8298,,,,,0.8316,92.0,0.8957,87,,,0.743,93.0
8299,,,,,0.0,92.0,0.2617,86,,,0.8519,93.0
8300,,,,,0.8235,92.0,0.6369,86,,,-0.1027,90.0
8301,,,,,0.8965,92.0,0.7964,86,,,0.6808,86.0
8302,,,,,0.802,92.0,0.0,86,,,0.8793,86.0
8303,,,,,0.6705,92.0,0.743,86,,,0.5927,87.0
8304,,,,,0.8689,92.0,-0.4215,86,,,0.9041,87.0
8305,,,,,0.1027,92.0,0.3182,86,,,-0.5499,85.0
8306,,,,,0.9194,92.0,0.2023,86,,,0.5859,85.0
8307,,,,,0.9354,92.0,0.0,86,,,0.5423,89.0
8308,,,,,0.0,88.0,0.4404,86,,,0.3818,89.0
8309,,,,,0.8591,88.0,0.8074,86,,,0.4767,87.0
8310,,,,,0.3818,88.0,0.7269,86,,,-0.4019,87.0
8311,,,,,0.0,87.0,-0.2732,86,,,0.7779,87.0
8312,,,,,0.0258,87.0,0.6597,91,,,0.5719,87.0
8313,,,,,0.0,87.0,0.7351,91,,,0.0,87.0
8314,,,,,0.25,87.0,0.6597,91,,,0.2617,87.0
8315,,,,,0.8625,87.0,0.0,91,,,0.8934,88.0
8316,,,,,0.6486,87.0,0.8503,91,,,0.0,84.0
8317,,,,,0.9287,87.0,0.5267,91,,,-0.128,84.0
8318,,,,,0.9186,87.0,0.743,91,,,0.34,84.0
8319,,,,,0.9558,87.0,0.2716,91,,,0.7351,84.0
8320,,,,,0.6124,87.0,0.8846,91,,,0.0,84.0
8321,,,,,0.4215,87.0,0.8481,91,,,0.2732,84.0
8322,,,,,0.0,87.0,0.9403,91,,,0.6808,90.0
8323,,,,,0.7841,87.0,0.836,91,,,0.7902,90.0
8324,,,,,0.826,87.0,0.9231,91,,,0.2023,90.0
8325,,,,,0.6369,87.0,0.0,91,,,0.0,90.0
8326,,,,,0.0258,87.0,0.8519,91,,,0.5267,93.0
8327,,,,,0.9161,82.0,0.8271,91,,,0.4767,93.0
8328,,,,,0.5927,82.0,0.0,87,,,0.2023,87.0
8329,,,,,0.7579,86.0,0.8271,87,,,0.7206,87.0
8330,,,,,0.8349,86.0,0.2006,87,,,0.5157,87.0
8331,,,,,0.6249,86.0,0.2023,87,,,0.5023,89.0
8332,,,,,0.3919,86.0,0.2846,87,,,0.802,89.0
8333,,,,,0.0,86.0,0.0,87,,,0.7845,86.0
8334,,,,,0.0258,86.0,0.4588,87,,,-0.1027,91.0
8335,,,,,0.2732,86.0,0.7845,87,,,0.6428,91.0
8336,,,,,0.5574,86.0,0.8652,87,,,0.2023,91.0
8337,,,,,0.5994,86.0,0.5927,87,,,0.9413,91.0
8338,,,,,0.0,86.0,0.6808,87,,,0.9231,91.0
8339,,,,,0.6269,86.0,0.5106,87,,,0.8064,91.0
8340,,,,,0.8074,92.0,0.5106,87,,,0.8007,91.0
8341,,,,,0.8807,92.0,0.2023,87,,,0.6486,91.0
8342,,,,,0.9273,91.0,0.5927,87,,,0.1406,90.0
8343,,,,,0.9184,91.0,0.4284,87,,,,
8344,,,,,0.7906,91.0,0.8074,87,,,,
8345,,,,,0.8885,91.0,0.7861,88,,,,
8346,,,,,0.9438,91.0,0.0,88,,,,
8347,,,,,0.9022,91.0,0.8271,88,,,,
8348,,,,,0.8126,91.0,0.4404,88,,,,
8349,,,,,0.4404,89.0,0.875,88,,,,
8350,,,,,0.4215,89.0,0.4404,88,,,,
8351,,,,,0.5683,89.0,0.8126,88,,,,
8352,,,,,0.7717,89.0,0.9201,88,,,,
8353,,,,,0.6908,89.0,0.3182,88,,,,
8354,,,,,0.0,89.0,0.9516,88,,,,
8355,,,,,0.5574,89.0,0.8225,88,,,,
8356,,,,,0.7906,89.0,0.7269,88,,,,
8357,,,,,0.7287,89.0,-0.128,84,,,,
8358,,,,,0.6124,89.0,0.4215,83,,,,
8359,,,,,0.0772,89.0,0.6808,83,,,,
8360,,,,,0.0,89.0,0.0,83,,,,
8361,,,,,0.8074,89.0,0.0,83,,,,
8362,,,,,0.8824,89.0,0.6486,90,,,,
8363,,,,,0.8625,89.0,0.0,90,,,,
8364,,,,,0.7506,86.0,0.0,90,,,,
8365,,,,,0.34,86.0,0.891,90,,,,
8366,,,,,0.128,86.0,0.1027,90,,,,
8367,,,,,0.6597,86.0,-0.1027,90,,,,
8368,,,,,0.4215,86.0,0.0,90,,,,
8369,,,,,0.4588,86.0,0.7096,90,,,,
8370,,,,,0.0352,86.0,0.6908,90,,,,
8371,,,,,0.0,86.0,0.836,90,,,,
8372,,,,,0.9393,86.0,0.3182,90,,,,
8373,,,,,0.8834,86.0,0.9517,90,,,,
8374,,,,,0.0772,86.0,0.8934,90,,,,
8375,,,,,0.7579,86.0,0.9231,90,,,,
8376,,,,,0.2263,86.0,0.9538,90,,,,
8377,,,,,0.5106,89.0,0.2263,90,,,,
8378,,,,,0.4767,89.0,0.765,90,,,,
8379,,,,,0.3919,89.0,0.9595,90,,,,
8380,,,,,0.7184,88.0,0.9186,90,,,,
8381,,,,,-0.2732,88.0,0.0,90,,,,
8382,,,,,0.4404,88.0,0.9237,90,,,,
8383,,,,,0.0,88.0,0.9626,90,,,,
8384,,,,,0.4404,88.0,0.7003,90,,,,
8385,,,,,0.25,88.0,0.1655,90,,,,
8386,,,,,0.7543,87.0,0.9313,90,,,,
8387,,,,,0.6705,87.0,0.0,90,,,,
8388,,,,,0.5423,87.0,0.4588,90,,,,
8389,,,,,0.4404,87.0,0.6404,90,,,,
8390,,,,,0.1531,87.0,0.25,90,,,,
8391,,,,,0.9062,87.0,0.296,90,,,,
8392,,,,,0.7184,87.0,-0.0258,90,,,,
8393,,,,,0.7579,86.0,0.7096,90,,,,
8394,,,,,0.802,92.0,0.0,90,,,,
8395,,,,,0.7311,92.0,0.3182,90,,,,
8396,,,,,0.9073,92.0,0.25,90,,,,
8397,,,,,0.6901,92.0,0.3182,90,,,,
8398,,,,,0.9119,92.0,0.6808,90,,,,
8399,,,,,0.6369,92.0,0.6124,90,,,,
8400,,,,,0.7351,92.0,0.9083,90,,,,
8401,,,,,0.8979,92.0,0.4497,90,,,,
8402,,,,,0.7184,92.0,0.5499,90,,,,
8403,,,,,0.5267,92.0,0.9049,87,,,,
8404,,,,,0.6043,84.0,0.8655,87,,,,
8405,,,,,0.6486,84.0,0.7227,87,,,,
8406,,,,,0.9231,84.0,0.4117,87,,,,
8407,,,,,0.8779,84.0,0.6956,87,,,,
8408,,,,,0.1406,84.0,0.8201,87,,,,
8409,,,,,0.6705,84.0,0.9042,87,,,,
8410,,,,,0.9169,84.0,0.9231,87,,,,
8411,,,,,0.8853,84.0,0.802,87,,,,
8412,,,,,0.8402,84.0,0.8176,87,,,,
8413,,,,,0.25,84.0,0.8625,87,,,,
8414,,,,,0.3818,84.0,0.0,87,,,,
8415,,,,,-0.3415,84.0,0.34,88,,,,
8416,,,,,0.0,84.0,0.0,88,,,,
8417,,,,,0.8834,85.0,0.0,88,,,,
8418,,,,,0.7906,85.0,0.6022,88,,,,
8419,,,,,0.128,85.0,0.8765,88,,,,
8420,,,,,-0.6808,85.0,0.5106,88,,,,
8421,,,,,0.5267,85.0,0.5563,88,,,,
8422,,,,,0.9201,85.0,0.7579,88,,,,
8423,,,,,0.7964,85.0,0.4019,88,,,,
8424,,,,,0.3612,85.0,0.6808,88,,,,
8425,,,,,-0.4767,85.0,0.5574,88,,,,
8426,,,,,0.6808,85.0,0.6908,88,,,,
8427,,,,,0.2023,85.0,0.8316,88,,,,
8428,,,,,0.9537,85.0,0.3818,88,,,,
8429,,,,,0.4019,85.0,0.0,88,,,,
8430,,,,,0.4404,85.0,0.4404,88,,,,
8431,,,,,0.8074,85.0,0.25,86,,,,
8432,,,,,0.4404,85.0,0.0,86,,,,
8433,,,,,0.765,85.0,0.0,86,,,,
8434,,,,,0.3818,85.0,0.5106,86,,,,
8435,,,,,0.8176,85.0,0.0,86,,,,
8436,,,,,-0.3182,85.0,-0.6003,86,,,,
8437,,,,,0.4404,85.0,0.8089,86,,,,
8438,,,,,-0.0772,85.0,0.836,86,,,,
8439,,,,,0.3612,85.0,0.7096,86,,,,
8440,,,,,0.6678,85.0,0.6816,86,,,,
8441,,,,,-0.0772,85.0,0.8316,86,,,,
8442,,,,,0.8625,85.0,0.4939,86,,,,
8443,,,,,0.8689,85.0,0.7003,86,,,,
8444,,,,,0.617,85.0,0.6486,86,,,,
8445,,,,,-0.4019,84.0,0.2144,86,,,,
8446,,,,,0.3818,84.0,0.0,86,,,,
8447,,,,,-0.6486,84.0,0.4939,92,,,,
8448,,,,,0.8402,84.0,0.8922,92,,,,
8449,,,,,0.3818,84.0,0.2263,92,,,,
8450,,,,,0.8122,83.0,0.8271,92,,,,
8451,,,,,-0.128,83.0,0.8957,92,,,,
8452,,,,,-0.2878,83.0,0.0,92,,,,
8453,,,,,0.0,83.0,0.9331,91,,,,
8454,,,,,0.34,83.0,0.0,91,,,,
8455,,,,,0.0,83.0,0.899,91,,,,
8456,,,,,0.0,83.0,0.4497,91,,,,
8457,,,,,0.3612,83.0,0.431,91,,,,
8458,,,,,-0.2263,83.0,0.7964,91,,,,
8459,,,,,-0.2263,83.0,0.8655,91,,,,
8460,,,,,-0.3182,83.0,-0.0414,91,,,,
8461,,,,,0.0,83.0,0.8201,91,,,,
8462,,,,,0.8689,87.0,0.5574,91,,,,
8463,,,,,0.4019,87.0,0.8555,94,,,,
8464,,,,,0.93,87.0,0.8233,94,,,,
8465,,,,,0.7003,87.0,0.0,94,,,,
8466,,,,,0.4939,87.0,0.4767,94,,,,
8467,,,,,0.7184,87.0,0.6705,94,,,,
8468,,,,,0.6369,87.0,0.8783,94,,,,
8469,,,,,0.7184,87.0,0.711,93,,,,
8470,,,,,0.128,87.0,0.8658,93,,,,
8471,,,,,0.0,87.0,0.8834,93,,,,
8472,,,,,0.6361,87.0,0.8569,93,,,,
8473,,,,,0.836,87.0,0.9382,89,,,,
8474,,,,,0.9114,97.0,0.0,89,,,,
8475,,,,,0.8458,96.0,0.8979,89,,,,
8476,,,,,0.7962,96.0,0.8847,89,,,,
8477,,,,,0.5106,96.0,0.4939,89,,,,
8478,,,,,0.9336,96.0,0.9277,89,,,,
8479,,,,,0.7311,95.0,-0.2263,88,,,,
8480,,,,,0.7346,95.0,0.875,88,,,,
8481,,,,,0.0,95.0,0.1531,88,,,,
8482,,,,,0.0,95.0,0.0,88,,,,
8483,,,,,0.8462,95.0,0.7906,88,,,,
8484,,,,,0.7466,95.0,0.6908,88,,,,
8485,,,,,0.9313,95.0,0.7351,88,,,,
8486,,,,,0.5423,95.0,0.4588,88,,,,
8487,,,,,0.8697,95.0,0.5719,88,,,,
8488,,,,,0.8885,95.0,0.1531,85,,,,
8489,,,,,0.8957,95.0,0.8519,85,,,,
8490,,,,,-0.1779,95.0,0.875,85,,,,
8491,,,,,0.7003,94.0,-0.0258,85,,,,
8492,,,,,0.4588,94.0,0.4417,85,,,,
8493,,,,,0.9125,94.0,0.7579,85,,,,
8494,,,,,0.7351,94.0,0.0,85,,,,
8495,,,,,0.9287,94.0,0.5267,85,,,,
8496,,,,,0.7778,94.0,0.6815,85,,,,
8497,,,,,0.9403,92.0,0.4588,85,,,,
8498,,,,,0.9001,92.0,0.1779,85,,,,
8499,,,,,0.6597,92.0,0.5106,85,,,,
8500,,,,,0.7351,92.0,0.3182,85,,,,
8501,,,,,0.9432,92.0,0.7261,85,,,,
8502,,,,,0.8779,92.0,0.8402,90,,,,
8503,,,,,0.7096,92.0,0.0,90,,,,
8504,,,,,0.9186,92.0,0.2023,90,,,,
8505,,,,,0.4404,87.0,0.8591,90,,,,
8506,,,,,0.7096,87.0,0.926,90,,,,
8507,,,,,0.7906,87.0,0.8271,90,,,,
8508,,,,,0.8402,87.0,0.836,90,,,,
8509,,,,,0.34,87.0,0.775,90,,,,
8510,,,,,0.8074,87.0,0.5106,90,,,,
8511,,,,,0.7269,87.0,-0.2023,90,,,,
8512,,,,,0.7269,87.0,0.8689,90,,,,
8513,,,,,0.8979,87.0,0.9552,92,,,,
8514,,,,,-0.1531,87.0,-0.2846,92,,,,
8515,,,,,0.0,89.0,0.9343,92,,,,
8516,,,,,0.0772,89.0,0.8689,92,,,,
8517,,,,,0.6705,89.0,0.2363,92,,,,
8518,,,,,0.5267,89.0,0.938,92,,,,
8519,,,,,0.1655,89.0,0.4404,92,,,,
8520,,,,,0.0,89.0,0.8828,92,,,,
8521,,,,,0.4939,89.0,0.8885,92,,,,
8522,,,,,-0.0516,89.0,0.6369,92,,,,
8523,,,,,0.4939,89.0,0.8914,92,,,,
8524,,,,,0.7184,89.0,0.8481,91,,,,
8525,,,,,0.7184,89.0,0.6904,91,,,,
8526,,,,,0.5267,89.0,0.5574,91,,,,
8527,,,,,0.4939,89.0,0.7845,91,,,,
8528,,,,,-0.1779,89.0,0.8646,91,,,,
8529,,,,,0.7096,89.0,0.7096,86,,,,
8530,,,,,0.4939,89.0,-0.0772,86,,,,
8531,,,,,0.6757,89.0,0.4404,86,,,,
8532,,,,,0.872,89.0,0.0,86,,,,
8533,,,,,0.9052,89.0,0.0,86,,,,
8534,,,,,0.775,89.0,0.0516,86,,,,
8535,,,,,0.7003,89.0,0.6808,86,,,,
8536,,,,,0.2732,89.0,0.7184,86,,,,
8537,,,,,0.7783,89.0,0.9502,86,,,,
8538,,,,,0.5994,89.0,0.0,86,,,,
8539,,,,,0.6705,89.0,0.7845,86,,,,
8540,,,,,-0.5806,89.0,0.2732,87,,,,
8541,,,,,0.6705,89.0,0.4939,87,,,,
8542,,,,,0.7227,89.0,0.0,87,,,,
8543,,,,,0.4404,89.0,0.4767,87,,,,
8544,,,,,0.8452,89.0,0.6808,87,,,,
8545,,,,,0.6486,89.0,0.5106,87,,,,
8546,,,,,0.7222,89.0,0.2382,87,,,,
8547,,,,,0.5106,86.0,0.4404,87,,,,
8548,,,,,0.8689,86.0,0.743,88,,,,
8549,,,,,-0.6808,86.0,0.7269,88,,,,
8550,,,,,0.802,86.0,0.34,88,,,,
8551,,,,,0.9001,86.0,0.7269,88,,,,
8552,,,,,0.6369,86.0,0.6808,88,,,,
8553,,,,,0.7351,86.0,0.8591,88,,,,
8554,,,,,0.2023,87.0,0.6124,88,,,,
8555,,,,,0.0,87.0,-0.357,88,,,,
8556,,,,,0.0,87.0,0.4019,88,,,,
8557,,,,,0.5423,87.0,-0.3626,88,,,,
8558,,,,,0.3818,87.0,0.4404,88,,,,
8559,,,,,0.8442,87.0,0.3818,88,,,,
8560,,,,,0.4349,87.0,0.6908,87,,,,
8561,,,,,0.2479,87.0,0.0,87,,,,
8562,,,,,-0.2732,87.0,0.7579,87,,,,
8563,,,,,0.0,87.0,0.4404,87,,,,
8564,,,,,0.5859,87.0,-0.5106,87,,,,
8565,,,,,0.3182,87.0,0.8402,87,,,,
8566,,,,,0.8213,87.0,0.7506,87,,,,
8567,,,,,0.34,87.0,0.0,87,,,,
8568,,,,,0.4404,85.0,0.8591,87,,,,
8569,,,,,0.9432,85.0,0.7906,92,,,,
8570,,,,,0.6124,86.0,0.8995,92,,,,
8571,,,,,0.5719,86.0,0.0516,92,,,,
8572,,,,,0.8847,86.0,0.0516,92,,,,
8573,,,,,0.5423,86.0,0.0,92,,,,
8574,,,,,0.0,86.0,0.3182,92,,,,
8575,,,,,0.7184,86.0,0.745,92,,,,
8576,,,,,0.0,86.0,0.0,92,,,,
8577,,,,,0.7269,86.0,0.0,92,,,,
8578,,,,,0.0,86.0,0.7525,92,,,,
8579,,,,,0.0,86.0,0.8569,88,,,,
8580,,,,,0.2732,86.0,0.91,87,,,,
8581,,,,,-0.6369,86.0,0.5267,87,,,,
8582,,,,,0.1655,86.0,0.8122,87,,,,
8583,,,,,0.0,86.0,0.7906,87,,,,
8584,,,,,0.5647,86.0,0.9061,87,,,,
8585,,,,,-0.5911,86.0,0.8442,87,,,,
8586,,,,,0.9349,86.0,0.128,87,,,,
8587,,,,,0.6705,85.0,0.296,87,,,,
8588,,,,,0.4404,85.0,0.5574,87,,,,
8589,,,,,0.5106,91.0,0.4404,87,,,,
8590,,,,,0.8519,91.0,0.3612,87,,,,
8591,,,,,0.1027,91.0,0.3182,87,,,,
8592,,,,,0.8402,91.0,0.0,87,,,,
8593,,,,,0.7096,91.0,-0.1655,87,,,,
8594,,,,,0.5984,91.0,0.0,87,,,,
8595,,,,,0.0,88.0,0.0,87,,,,
8596,,,,,0.4939,88.0,-0.6486,83,,,,
8597,,,,,0.6705,88.0,0.0,82,,,,
8598,,,,,0.0,88.0,-0.3182,82,,,,
8599,,,,,0.34,88.0,-0.296,82,,,,
8600,,,,,0.4404,88.0,0.6705,82,,,,
8601,,,,,0.0,88.0,0.6908,82,,,,
8602,,,,,0.0,88.0,0.5095,82,,,,
8603,,,,,0.0,88.0,0.4939,82,,,,
8604,,,,,0.6369,88.0,-0.5492,82,,,,
8605,,,,,0.8126,88.0,0.0,86,,,,
8606,,,,,0.9337,93.0,0.5267,86,,,,
8607,,,,,0.0,93.0,0.8481,86,,,,
8608,,,,,0.8807,93.0,0.8772,86,,,,
8609,,,,,0.8697,93.0,0.2732,86,,,,
8610,,,,,0.7798,93.0,0.7823,86,,,,
8611,,,,,0.7269,92.0,-0.1548,86,,,,
8612,,,,,0.4543,92.0,0.8225,86,,,,
8613,,,,,0.8442,92.0,-0.1027,86,,,,
8614,,,,,0.5023,92.0,0.4019,86,,,,
8615,,,,,0.8225,92.0,0.8922,86,,,,
8616,,,,,0.6908,92.0,-0.1406,86,,,,
8617,,,,,0.2023,92.0,0.7118,86,,,,
8618,,,,,-0.34,87.0,0.9201,92,,,,
8619,,,,,0.5719,87.0,0.3612,92,,,,
8620,,,,,0.5106,87.0,0.6908,91,,,,
8621,,,,,0.4404,87.0,0.3612,91,,,,
8622,,,,,0.6369,87.0,0.4404,91,,,,
8623,,,,,0.6597,87.0,0.5927,91,,,,
8624,,,,,0.8481,87.0,0.9156,91,,,,
8625,,,,,0.0,87.0,-0.0516,91,,,,
8626,,,,,0.4404,87.0,0.802,91,,,,
8627,,,,,0.0772,87.0,0.8777,91,,,,
8628,,,,,0.886,87.0,0.3818,91,,,,
8629,,,,,0.8743,87.0,0.8225,91,,,,
8630,,,,,0.9001,87.0,0.2263,89,,,,
8631,,,,,0.0,87.0,0.0,89,,,,
8632,,,,,0.3182,87.0,0.7003,89,,,,
8633,,,,,0.4404,87.0,0.0644,89,,,,
8634,,,,,-0.0644,87.0,0.0,89,,,,
8635,,,,,0.4939,87.0,0.7003,89,,,,
8636,,,,,0.9408,92.0,0.4201,89,,,,
8637,,,,,0.8834,92.0,0.4767,86,,,,
8638,,,,,0.802,92.0,0.8555,86,,,,
8639,,,,,0.7269,92.0,-0.1027,86,,,,
8640,,,,,0.5423,92.0,0.8934,89,,,,
8641,,,,,0.7579,92.0,0.7992,88,,,,
8642,,,,,0.7845,92.0,0.5719,88,,,,
8643,,,,,0.4939,92.0,0.6494,88,,,,
8644,,,,,0.8442,92.0,0.3182,88,,,,
8645,,,,,0.5106,92.0,0.4019,88,,,,
8646,,,,,0.9042,92.0,0.0,88,,,,
8647,,,,,0.8271,92.0,0.8481,87,,,,
8648,,,,,0.6597,92.0,0.4854,87,,,,
8649,,,,,0.8176,92.0,0.7506,87,,,,
8650,,,,,0.6808,88.0,0.7717,87,,,,
8651,,,,,0.9136,88.0,0.9097,87,,,,
8652,,,,,0.9117,88.0,0.4675,87,,,,
8653,,,,,0.7269,88.0,0.6908,92,,,,
8654,,,,,0.4215,87.0,0.7501,92,,,,
8655,,,,,0.7572,87.0,-0.1779,92,,,,
8656,,,,,0.8591,87.0,0.7713,92,,,,
8657,,,,,0.4404,87.0,0.8658,92,,,,
8658,,,,,0.4588,87.0,0.872,92,,,,
8659,,,,,0.8689,87.0,0.5574,92,,,,
8660,,,,,0.5574,87.0,0.9069,92,,,,
8661,,,,,0.9152,87.0,0.9136,92,,,,
8662,,,,,-0.2023,91.0,0.5574,84,,,,
8663,,,,,0.7579,91.0,-0.3832,84,,,,
8664,,,,,0.0,91.0,0.0,84,,,,
8665,,,,,0.6187,91.0,0.4404,84,,,,
8666,,,,,0.2732,91.0,0.8402,84,,,,
8667,,,,,0.7269,91.0,0.7096,84,,,,
8668,,,,,0.4588,91.0,0.6124,84,,,,
8669,,,,,0.4404,91.0,0.4588,84,,,,
8670,,,,,0.3182,91.0,0.6808,85,,,,
8671,,,,,0.6124,93.0,0.4404,85,,,,
8672,,,,,0.7184,93.0,0.0,85,,,,
8673,,,,,0.705,93.0,0.3612,85,,,,
8674,,,,,0.899,93.0,0.0,85,,,,
8675,,,,,0.4588,93.0,0.0387,85,,,,
8676,,,,,0.9494,93.0,0.0,85,,,,
8677,,,,,0.0,89.0,0.0,85,,,,
8678,,,,,0.2114,89.0,0.0,84,,,,
8679,,,,,-0.0516,89.0,-0.1027,84,,,,
8680,,,,,0.836,89.0,0.7264,84,,,,
8681,,,,,0.6705,89.0,0.0,84,,,,
8682,,,,,0.0,89.0,-0.4439,84,,,,
8683,,,,,-0.4215,89.0,0.0,83,,,,
8684,,,,,-0.128,89.0,0.0,83,,,,
8685,,,,,0.3818,89.0,0.9423,87,,,,
8686,,,,,0.6369,89.0,0.5574,87,,,,
8687,,,,,-0.3626,89.0,0.6705,87,,,,
8688,,,,,0.6378,89.0,0.5859,87,,,,
8689,,,,,0.872,89.0,0.8519,87,,,,
8690,,,,,0.5927,89.0,0.5719,87,,,,
8691,,,,,0.6808,89.0,-0.3071,87,,,,
8692,,,,,0.765,88.0,0.2144,87,,,,
8693,,,,,0.7783,88.0,0.4939,87,,,,
8694,,,,,0.3182,88.0,0.7311,87,,,,
8695,,,,,0.6705,88.0,-0.1531,87,,,,
8696,,,,,0.5719,88.0,0.4019,87,,,,
8697,,,,,0.5267,88.0,0.2732,87,,,,
8698,,,,,0.8074,88.0,0.5965,87,,,,
8699,,,,,0.7574,88.0,0.93,87,,,,
8700,,,,,0.0,85.0,0.7876,87,,,,
8701,,,,,0.5041,85.0,0.9524,95,,,,
8702,,,,,-0.0075,85.0,0.5574,95,,,,
8703,,,,,0.6537,85.0,0.8834,92,,,,
8704,,,,,0.765,85.0,0.0772,92,,,,
8705,,,,,0.1406,85.0,0.9501,92,,,,
8706,,,,,0.0,85.0,0.8934,92,,,,
8707,,,,,0.34,85.0,0.6249,92,,,,
8708,,,,,0.0516,85.0,0.772,92,,,,
8709,,,,,0.6442,85.0,0.9343,92,,,,
8710,,,,,0.2732,85.0,0.9403,92,,,,
8711,,,,,0.8316,85.0,0.8402,92,,,,
8712,,,,,-0.4215,85.0,0.807,92,,,,
8713,,,,,0.698,85.0,0.5719,92,,,,
8714,,,,,0.6486,84.0,0.8779,92,,,,
8715,,,,,0.6369,84.0,0.9382,92,,,,
8716,,,,,0.6369,84.0,0.0,92,,,,
8717,,,,,0.4215,83.0,0.9147,92,,,,
8718,,,,,0.0,83.0,0.8176,92,,,,
8719,,,,,0.9494,96.0,0.3818,92,,,,
8720,,,,,0.8519,96.0,0.8957,92,,,,
8721,,,,,0.9022,96.0,0.0,88,,,,
8722,,,,,0.8658,95.0,0.4767,87,,,,
8723,,,,,0.8338,95.0,0.0,87,,,,
8724,,,,,0.7003,95.0,0.5574,87,,,,
8725,,,,,0.8498,95.0,0.4767,87,,,,
8726,,,,,0.9307,95.0,0.8126,87,,,,
8727,,,,,0.8885,95.0,0.7867,87,,,,
8728,,,,,0.0516,84.0,0.8922,87,,,,
8729,,,,,0.2732,84.0,0.5267,87,,,,
8730,,,,,0.8555,84.0,-0.0516,87,,,,
8731,,,,,0.3818,84.0,0.0,87,,,,
8732,,,,,-0.7351,84.0,-0.4215,87,,,,
8733,,,,,0.0,84.0,0.3164,89,,,,
8734,,,,,-0.4404,84.0,0.6486,89,,,,
8735,,,,,0.0772,92.0,0.5106,89,,,,
8736,,,,,0.8402,92.0,-0.7608,89,,,,
8737,,,,,0.2023,91.0,0.9001,89,,,,
8738,,,,,0.5499,82.0,0.4588,89,,,,
8739,,,,,-0.3207,82.0,0.0,89,,,,
8740,,,,,0.5162,82.0,0.0258,89,,,,
8741,,,,,-0.4782,81.0,0.4404,89,,,,
8742,,,,,0.0,89.0,-0.6597,89,,,,
8743,,,,,0.0,89.0,0.8481,89,,,,
8744,,,,,0.8016,89.0,0.3818,89,,,,
8745,,,,,0.886,89.0,0.3182,89,,,,
8746,,,,,0.5984,89.0,0.2023,86,,,,
8747,,,,,-0.3182,89.0,0.5548,86,,,,
8748,,,,,0.0,89.0,0.4497,86,,,,
8749,,,,,0.7783,89.0,0.7717,86,,,,
8750,,,,,0.8713,89.0,0.8689,86,,,,
8751,,,,,0.296,89.0,0.5106,86,,,,
8752,,,,,0.7096,89.0,0.9558,86,,,,
8753,,,,,0.6908,89.0,0.6597,86,,,,
8754,,,,,0.6269,89.0,0.6486,86,,,,
8755,,,,,0.2732,89.0,0.3818,87,,,,
8756,,,,,0.3818,81.0,0.8655,87,,,,
8757,,,,,0.3612,86.0,0.296,87,,,,
8758,,,,,0.5046,86.0,0.9081,87,,,,
8759,,,,,0.3182,86.0,0.5267,87,,,,
8760,,,,,0.802,86.0,0.7351,87,,,,
8761,,,,,0.0,92.0,0.7269,87,,,,
8762,,,,,0.7845,92.0,0.0,87,,,,
8763,,,,,0.7935,92.0,0.0,87,,,,
