,polarity,points-category
13282,0.0,90-94
13283,0.7269,90-94
13284,0.2732,90-94
13285,0.2023,90-94
13286,0.34,90-94
13287,0.7096,90-94
13288,-0.1689,90-94
13289,0.0,90-94
13290,0.8957,90-94
13291,0.4215,90-94
13292,0.0,90-94
13293,0.8591,90-94
13294,0.7579,90-94
13295,0.8316,90-94
13296,0.6486,90-94
13297,0.6808,90-94
13298,0.7351,90-94
13299,0.8805,90-94
13300,0.6705,90-94
13301,0.743,90-94
13302,0.7184,90-94
13303,0.4576,90-94
13304,0.2732,90-94
13305,0.4404,90-94
13306,0.4404,90-94
13307,0.0,90-94
13308,0.9456,90-94
13309,0.2732,90-94
13310,-0.25,90-94
13311,0.6908,90-94
13312,0.8126,90-94
13313,0.8779,90-94
13314,0.979,90-94
13315,0.7717,90-94
13316,0.4215,90-94
13317,0.5859,90-94
13318,0.5719,90-94
13319,0.8516,90-94
13320,0.9231,90-94
13321,0.9559,90-94
13322,0.4588,90-94
13323,0.75,90-94
13324,0.914,90-94
13325,0.4093,90-94
13326,-0.25,90-94
13327,0.765,90-94
13328,0.8689,90-94
13329,0.0,90-94
13330,0.7451,90-94
13331,0.0,90-94
13332,0.128,90-94
13333,0.9371,90-94
13334,0.6428,90-94
13335,0.0,90-94
13336,0.3612,90-94
13337,0.0,90-94
13338,0.0,90-94
13339,0.5574,90-94
13340,0.34,90-94
13341,0.7964,90-94
13342,0.5267,90-94
13343,0.1531,90-94
13344,0.9136,90-94
13345,0.3182,90-94
13346,0.8402,90-94
13347,-0.1793,90-94
13348,0.6666,90-94
13349,0.4767,90-94
13350,0.34,90-94
13351,0.9349,90-94
13352,0.0,90-94
13353,0.743,90-94
13354,0.0258,90-94
13355,0.4588,90-94
13356,0.4497,90-94
13357,0.6808,90-94
13358,0.5719,90-94
13359,0.6588,90-94
13360,0.9153,90-94
13361,0.6705,90-94
13362,0.4767,90-94
13363,0.5859,90-94
13364,0.32299999999999995,90-94
13365,0.0,90-94
13366,0.6908,90-94
13367,0.7269,90-94
13368,0.5106,90-94
13369,0.8689,90-94
13370,-0.6298,90-94
13371,-0.0772,90-94
13372,0.875,90-94
13373,0.0,90-94
13374,0.7684,90-94
13375,0.5994,90-94
13376,0.8909999999999999,90-94
13377,0.9274,90-94
13378,0.5574,90-94
13379,0.7479,90-94
13380,0.4019,90-94
13381,0.8519,90-94
13382,0.5228,90-94
13383,0.8957,90-94
13384,0.4588,90-94
13385,0.0,90-94
13386,0.7264,90-94
13387,0.1531,90-94
13388,0.8674,90-94
13389,0.0,90-94
13390,0.4404,90-94
13391,0.4019,90-94
13392,0.4939,90-94
13393,-0.6124,90-94
13394,0.6369,90-94
13395,0.34,90-94
13396,0.8074,90-94
13397,0.7906,90-94
13398,0.5859,90-94
13399,0.6808,90-94
13400,0.0,90-94
13401,0.0,90-94
13402,0.743,90-94
13403,0.1655,90-94
13404,-0.34,90-94
13405,0.5106,90-94
13406,0.6808,90-94
13407,0.1027,90-94
13408,0.8481,90-94
13409,0.0,90-94
13410,0.6705,90-94
13411,0.4404,90-94
13412,0.8834,90-94
13413,0.0,90-94
13414,0.9601,90-94
13415,0.4404,90-94
13416,0.6808,90-94
13417,0.6249,90-94
13418,0.9011,90-94
13419,0.8885,90-94
13420,0.6705,90-94
13421,0.9516,90-94
13422,0.8344,90-94
13423,0.9231,90-94
13424,0.6486,90-94
13425,0.8591,90-94
13426,0.5719,90-94
13427,0.3182,90-94
13428,0.0,90-94
13429,0.8176,90-94
13430,0.7834,90-94
13431,0.9022,90-94
13432,0.9623,90-94
13433,0.9186,90-94
13434,0.0,90-94
13435,0.875,90-94
13436,0.8381,90-94
13437,0.8851,90-94
13438,0.7893,90-94
13439,0.7227,90-94
13440,0.7783,90-94
13441,0.6486,90-94
13442,0.5574,90-94
13443,0.5106,90-94
13444,-0.1513,90-94
13445,0.25,90-94
13446,0.0,90-94
13447,0.9287,90-94
13448,-0.4404,90-94
13449,0.7717,90-94
13450,0.6087,90-94
13451,0.0,90-94
13452,0.8316,90-94
13453,0.4588,90-94
13454,0.5423,90-94
13455,0.8573,90-94
13456,0.8689,90-94
13457,0.7906,90-94
13458,0.7096,90-94
13459,0.4939,90-94
13460,0.743,90-94
13461,0.9313,90-94
13462,0.2382,90-94
13463,0.6354,90-94
13464,0.5936,90-94
13465,0.8402,90-94
13466,0.0,90-94
13467,0.0,90-94
13468,0.6705,90-94
13469,0.6428,90-94
13470,0.7717,90-94
13471,0.6808,90-94
13472,-0.7275,90-94
13473,0.4767,90-94
13474,0.4404,90-94
13475,0.9153,90-94
13476,0.7845,90-94
13477,-0.0772,90-94
13478,0.8316,90-94
13479,0.0,90-94
13480,0.4576,90-94
13481,0.2732,90-94
13482,0.0,90-94
13483,0.128,90-94
13484,0.4588,90-94
13485,0.34,90-94
13486,0.5267,90-94
13487,-0.128,90-94
13488,0.4767,90-94
13489,0.7935,90-94
13490,-0.8257,90-94
13491,0.8462,90-94
13492,0.9637,90-94
13493,0.7845,90-94
13494,0.8271,90-94
13495,0.8624,90-94
13496,-0.128,90-94
13497,0.9582,90-94
13498,0.6249,90-94
13499,0.3919,90-94
13500,0.3804,90-94
13501,0.0,90-94
13502,0.9153,90-94
13503,0.775,90-94
13504,0.0772,90-94
13505,0.7776,90-94
13506,0.8925,90-94
13507,0.3804,90-94
13508,0.0516,90-94
13509,0.8885,90-94
13510,0.2732,90-94
13511,0.9081,90-94
13512,0.5859,90-94
13513,0.8402,90-94
13514,0.792,90-94
13515,0.4404,90-94
13516,0.8201,90-94
13517,0.9137,90-94
13518,0.7579,90-94
13519,0.8959,90-94
13520,0.4927,90-94
13521,0.0,90-94
13522,0.7351,90-94
13523,0.0,90-94
13524,0.8316,90-94
13525,0.9337,90-94
13526,0.4588,90-94
13527,-0.3818,90-94
13528,0.4588,90-94
13529,0.0,90-94
13530,0.6369,90-94
13531,0.2263,90-94
13532,0.6879,90-94
13533,0.6597,90-94
13534,0.7841,90-94
13535,0.8658,90-94
13536,0.6597,90-94
13537,0.9081,90-94
13538,0.8176,90-94
13539,-0.2675,90-94
13540,0.4588,90-94
13541,0.6808,90-94
13542,0.9607,90-94
13543,0.8176,90-94
13544,0.0,90-94
13545,-0.0516,90-94
13546,0.9209,90-94
13547,0.5574,90-94
13548,0.8225,90-94
13549,0.7992,90-94
13550,0.6249,90-94
13551,0.8555,90-94
13552,0.8957,90-94
13553,0.9081,90-94
13554,0.5859,90-94
13555,0.7579,90-94
13556,0.5267,90-94
13557,0.4939,90-94
13558,0.7579,90-94
13559,0.1265,90-94
13560,0.2911,90-94
13561,0.128,90-94
13562,-0.0276,90-94
13563,0.0,90-94
13564,0.1901,90-94
13565,0.7906,90-94
13566,0.5859,90-94
13567,0.8519,90-94
13568,0.34,90-94
13569,0.8555,90-94
13570,-0.4404,90-94
13571,0.4767,90-94
13572,0.8934,90-94
13573,0.4939,90-94
13574,0.6218,90-94
13575,0.0,90-94
13576,0.4767,90-94
13577,0.8885,90-94
13578,0.836,90-94
13579,0.6771,90-94
13580,0.7351,90-94
13581,0.4404,90-94
13582,0.6969,90-94
13583,0.0,90-94
13584,-0.4939,90-94
13585,0.8576,90-94
13586,0.5106,90-94
13587,-0.34,90-94
13588,0.7845,90-94
13589,0.0,90-94
13590,0.5965,90-94
13591,0.9022,90-94
13592,0.5228,90-94
13593,0.7178,90-94
13594,0.3182,90-94
13595,0.8316,90-94
13596,0.4927,90-94
13597,0.7906,90-94
13598,0.8822,90-94
13599,0.8225,90-94
13600,0.7184,90-94
13601,-0.1779,90-94
13602,0.4404,90-94
13603,-0.2732,90-94
13604,0.6697,90-94
13605,0.9446,90-94
13606,0.5,90-94
13607,0.7717,90-94
13608,0.5106,90-94
13609,0.4201,90-94
13610,0.6369,90-94
13611,0.0,90-94
13612,0.8215,90-94
13613,0.8555,90-94
13614,0.0,90-94
13615,0.9169,90-94
13616,0.6486,90-94
13617,0.7845,90-94
13618,0.1531,90-94
13619,0.3182,90-94
13620,0.93,90-94
13621,0.6187,90-94
13622,0.4939,90-94
13623,0.0,90-94
13624,0.9011,90-94
13625,0.3612,90-94
13626,0.4588,90-94
13627,0.6597,90-94
13628,0.0,90-94
13629,0.7203,90-94
13630,0.6486,90-94
13631,0.6249,90-94
13632,0.802,90-94
13633,-0.191,90-94
13634,0.8979,90-94
13635,0.4404,90-94
13636,0.765,90-94
13637,0.8658,90-94
13638,0.3182,90-94
13639,0.0,90-94
13640,0.4215,90-94
13641,0.5267,90-94
13642,0.6369,90-94
13643,0.5859,90-94
13644,0.6124,90-94
13645,0.3102,90-94
13646,0.7269,90-94
13647,0.836,90-94
13648,-0.4215,90-94
13649,0.8591,90-94
13650,0.9652,90-94
13651,0.6133,90-94
13652,0.2732,90-94
13653,0.0,90-94
13654,0.743,90-94
13655,0.8983,90-94
13656,0.6124,90-94
13657,0.0,90-94
13658,0.0,90-94
13659,0.8387,90-94
13660,-0.4201,90-94
13661,0.34,90-94
13662,0.3818,90-94
13663,0.5859,90-94
13664,0.4588,90-94
13665,0.1406,90-94
13666,-0.4215,90-94
13667,0.7906,90-94
13668,0.4404,90-94
13669,0.0,90-94
13670,0.8186,90-94
13671,-0.4215,90-94
13672,0.3612,90-94
13673,0.128,90-94
13674,0.128,90-94
13675,0.0,90-94
13676,0.8689,90-94
13677,0.8957,90-94
13678,0.8674,90-94
13679,0.5994,90-94
13680,0.743,90-94
13681,0.7574,90-94
13682,0.7906,90-94
13683,0.6249,90-94
13684,0.6249,90-94
13685,0.6705,90-94
13686,0.2023,90-94
13687,0.946,90-94
13688,0.6705,90-94
13689,-0.2732,90-94
13690,0.6486,90-94
13691,0.4588,90-94
13692,0.8126,90-94
13693,0.918,90-94
13694,0.5267,90-94
13695,0.8519,90-94
13696,0.7351,90-94
13697,0.128,90-94
13698,-0.3182,90-94
13699,0.743,90-94
13700,0.7964,90-94
13701,0.6597,90-94
13702,0.2263,90-94
13703,0.7269,90-94
13704,0.8225,90-94
13705,0.3612,90-94
13706,0.6369,90-94
13707,-0.25,90-94
13708,0.0516,90-94
13709,0.7579,90-94
13710,0.0258,90-94
13711,0.7506,90-94
13712,0.743,90-94
13713,0.8555,90-94
13714,0.0,90-94
13715,0.5859,90-94
13716,0.5423,90-94
13717,0.2748,90-94
13718,0.7056,90-94
13719,0.7717,90-94
13720,0.9331,90-94
13721,-0.2023,90-94
13722,0.8074,90-94
13723,0.3818,90-94
13724,0.0,90-94
13725,0.8834,90-94
13726,0.8519,90-94
13727,0.9451,90-94
13728,0.3182,90-94
13729,0.4588,90-94
13730,0.6808,90-94
13731,0.5574,90-94
13732,-0.5789,90-94
13733,-0.4173,90-94
13734,0.0,90-94
13735,0.6908,90-94
13736,0.8716,90-94
13737,0.9312,90-94
13738,0.743,90-94
13739,0.7906,90-94
13740,0.1734,90-94
13741,0.9056,90-94
13742,0.6705,90-94
13743,0.8658,90-94
13744,0.875,90-94
13745,0.6369,90-94
13746,0.93,90-94
13747,0.875,90-94
13748,0.7184,90-94
13749,0.4939,90-94
13750,0.3182,90-94
13751,0.9035,90-94
13752,0.7096,90-94
13753,0.6908,90-94
13754,0.9442,90-94
13755,0.6369,90-94
13756,0.9432,90-94
13757,0.4404,90-94
13758,0.9459,90-94
13759,0.7783,90-94
13760,0.7717,90-94
13761,0.9337,90-94
13762,0.5859,90-94
13763,-0.0624,90-94
13764,0.4939,90-94
13765,0.5719,90-94
13766,0.5501,90-94
13767,0.0,90-94
13768,0.3818,90-94
13769,0.6705,90-94
13770,0.0,90-94
13771,0.7783,90-94
13772,-0.4404,90-94
13773,0.2023,90-94
13774,0.7906,90-94
13775,0.3182,90-94
13776,0.5106,90-94
13777,0.6989,90-94
13778,0.6705,90-94
13779,0.9313,90-94
13780,0.9287,90-94
13781,0.8658,90-94
13782,0.624,90-94
13783,0.2263,90-94
13784,0.9136,90-94
13785,0.5994,90-94
13786,0.2263,90-94
13787,0.0,90-94
13788,0.4404,90-94
13789,0.3182,90-94
13790,0.3182,90-94
13791,0.6908,90-94
13792,-0.1027,90-94
13793,0.8746,90-94
13794,0.25,90-94
13795,0.8126,90-94
13796,0.6369,90-94
13797,-0.2023,90-94
13798,0.0258,90-94
13799,0.0516,90-94
13800,0.743,90-94
13801,0.8126,90-94
13802,0.0,90-94
13803,0.8847,90-94
13804,0.8555,90-94
13805,0.7096,90-94
13806,0.5106,90-94
13807,0.1027,90-94
13808,0.872,90-94
13809,0.9423,90-94
13810,0.8442,90-94
13811,0.7096,90-94
13812,0.4019,90-94
13813,-0.3919,90-94
13814,0.5719,90-94
13815,0.5499,90-94
13816,0.9217,90-94
13817,0.4019,90-94
13818,0.7906,90-94
13819,0.8957,90-94
13820,0.6369,90-94
13821,0.7003,90-94
13822,0.3612,90-94
13823,0.0,90-94
13824,0.7579,90-94
13825,0.4939,90-94
13826,0.4404,90-94
13827,0.0,90-94
13828,0.8641,90-94
13829,0.8338,90-94
13830,0.8176,90-94
13831,0.0,90-94
13832,0.7964,90-94
13833,0.4215,90-94
13834,0.0,90-94
13835,0.6369,90-94
13836,0.3894,90-94
13837,-0.1027,90-94
13838,-0.0258,90-94
13839,0.6369,90-94
13840,0.2023,90-94
13841,0.6908,90-94
13842,0.0516,90-94
13843,0.9042,90-94
13844,0.0,90-94
13845,0.3818,90-94
13846,0.7579,90-94
13847,0.3804,90-94
13848,0.4408,90-94
13849,0.4207,90-94
13850,0.8777,90-94
13851,0.9287,90-94
13852,0.128,90-94
13853,0.836,90-94
13854,0.8074,90-94
13855,0.8928,90-94
13856,0.0258,90-94
13857,-0.34,90-94
13858,0.9201,90-94
13859,0.9129,90-94
13860,0.0,90-94
13861,0.0,90-94
13862,0.4588,90-94
13863,0.7096,90-94
13864,0.0,90-94
13865,0.8176,90-94
13866,0.8316,90-94
13867,0.6705,90-94
13868,0.6369,90-94
13869,0.6124,90-94
13870,0.0,90-94
13871,0.4767,90-94
13872,0.875,90-94
13873,0.9052,90-94
13874,0.9201,90-94
13875,-0.4215,90-94
13876,0.93,90-94
13877,-0.2411,90-94
13878,0.6486,90-94
13879,0.4588,90-94
13880,-0.3818,90-94
13881,-0.25,90-94
13882,0.8807,90-94
13883,0.9042,90-94
13884,-0.1531,90-94
13885,0.5106,90-94
13886,0.0,90-94
13887,0.0,90-94
13888,-0.2975,90-94
13889,0.9081,90-94
13890,0.1531,90-94
13891,0.7783,90-94
13892,0.9648,90-94
13893,0.775,90-94
13894,0.2023,90-94
13895,0.4019,90-94
13896,0.7269,90-94
13897,0.9041,90-94
13898,0.9165,90-94
13899,0.7178,90-94
13900,0.7462,90-94
13901,0.0,90-94
13902,0.8316,90-94
13903,0.2263,90-94
13904,0.8519,90-94
13905,0.4672,90-94
13906,-0.3738,90-94
13907,0.0258,90-94
13908,0.2263,90-94
13909,0.8225,90-94
13910,0.6597,90-94
13911,0.8838,90-94
13912,0.9112,90-94
13913,0.5267,90-94
13914,0.6369,90-94
13915,-0.4215,90-94
13916,0.4215,90-94
13917,0.0,90-94
13918,0.9062,90-94
13919,0.9451,90-94
13920,0.8225,90-94
13921,0.8555,90-94
13922,0.7964,90-94
13923,0.9266,90-94
13924,0.7959999999999999,90-94
13925,0.6682,90-94
13926,0.3818,90-94
13927,0.7783,90-94
13928,0.3412,90-94
13929,-0.34,90-94
13930,0.8402,90-94
13931,0.875,90-94
13932,0.6908,90-94
13933,0.0,90-94
13934,0.3818,90-94
13935,0.7964,90-94
13936,0.8313,90-94
13937,0.8268,90-94
13938,0.1027,90-94
13939,0.8442,90-94
13940,0.6124,90-94
13941,0.5859,90-94
13942,0.0,90-94
13943,0.743,90-94
13944,0.8122,90-94
13945,0.4075,90-94
13946,0.9099,90-94
13947,0.0,90-94
13948,0.7806,90-94
13949,-0.1531,90-94
13950,-0.1509,90-94
13951,0.5267,90-94
13952,0.5994,90-94
13953,0.5574,90-94
13954,0.2212,90-94
13955,0.0,90-94
13956,0.4019,90-94
13957,0.6249,90-94
13958,0.6697,90-94
13959,0.4588,90-94
13960,0.0,90-94
13961,0.872,90-94
13962,0.5859,90-94
13963,0.8885,90-94
13964,0.29600000000000004,90-94
13965,0.7902,90-94
13966,0.34,90-94
13967,0.9001,90-94
13968,0.85,90-94
13969,0.743,90-94
13970,0.7845,90-94
13971,0.9658,90-94
13972,0.0,90-94
13973,0.25,90-94
13974,0.5719,90-94
13975,0.6808,90-94
13976,0.2023,90-94
13977,0.0,90-94
13978,0.0,90-94
13979,0.9072,90-94
13980,0.0,90-94
13981,0.8555,90-94
13982,0.4633,90-94
13983,0.0516,90-94
13984,0.4767,90-94
13985,0.0,90-94
13986,0.6369,90-94
13987,0.8519,90-94
13988,0.5267,90-94
13989,0.1689,90-94
13990,-0.128,90-94
13991,0.7643,90-94
13992,0.9145,90-94
13993,0.0,90-94
13994,0.0772,90-94
13995,0.4939,90-94
13996,0.0,90-94
13997,0.8402,90-94
13998,0.8943,90-94
13999,0.1779,90-94
14000,0.1531,90-94
14001,0.8402,90-94
14002,0.7311,90-94
14003,0.6258,90-94
14004,0.6249,90-94
14005,0.4404,90-94
14006,0.836,90-94
14007,0.4404,90-94
14008,0.9731,90-94
14009,0.8439,90-94
14010,0.3818,90-94
14011,0.4767,90-94
14012,0.0,90-94
14013,0.8555,90-94
14014,0.0,90-94
14015,0.2023,90-94
14016,0.6249,90-94
14017,0.8074,90-94
14018,0.7096,90-94
14019,0.9169,90-94
14020,0.6124,90-94
14021,0.9724,90-94
14022,0.7096,90-94
14023,0.743,90-94
14024,0.802,90-94
14025,0.2732,90-94
14026,0.8934,90-94
14027,0.0,90-94
14028,0.743,90-94
14029,0.7899,90-94
14030,0.4404,90-94
14031,0.5574,90-94
14032,0.9201,90-94
14033,0.8481,90-94
14034,0.7845,90-94
14035,0.0258,90-94
14036,0.8652,90-94
14037,0.9485,90-94
14038,0.8689,90-94
14039,0.5563,90-94
14040,0.7184,90-94
14041,0.25,90-94
14042,0.6565,90-94
14043,0.9393,90-94
14044,0.9509,90-94
14045,0.0,90-94
14046,0.0,90-94
14047,0.0,90-94
14048,0.5719,90-94
14049,0.0,90-94
14050,0.0,90-94
14051,0.3182,90-94
14052,0.4404,90-94
14053,0.4939,90-94
14054,0.3804,90-94
14055,0.3818,90-94
14056,0.5719,90-94
14057,0.7717,90-94
14058,0.7579,90-94
14059,-0.2003,90-94
14060,0.0,90-94
14061,-0.29600000000000004,90-94
14062,0.5574,90-94
14063,0.7845,90-94
14064,0.835,90-94
14065,0.2732,90-94
14066,0.6369,90-94
14067,0.8313,90-94
14068,0.7845,90-94
14069,0.5719,90-94
14070,0.2732,90-94
14071,0.2247,90-94
14072,0.836,90-94
14073,0.6187,90-94
14074,0.9186,90-94
14075,0.8316,90-94
14076,0.5346,90-94
14077,0.6705,90-94
14078,0.6908,90-94
14079,-0.4019,90-94
14080,0.6908,90-94
14081,-0.0258,90-94
14082,0.5423,90-94
14083,-0.4404,90-94
14084,0.2023,90-94
14085,0.9479,90-94
14086,0.7003,90-94
14087,0.5267,90-94
14088,0.4588,90-94
14089,0.4576,90-94
14090,0.6486,90-94
14091,0.7906,90-94
14092,0.3182,90-94
14093,0.9423,90-94
14094,0.1154,90-94
14095,0.8885,90-94
14096,-0.0516,90-94
14097,0.4215,90-94
14098,0.6808,90-94
14099,0.9047,90-94
14100,0.5849,90-94
14101,0.7184,90-94
14102,0.6486,90-94
14103,0.4939,90-94
14104,0.7269,90-94
14105,0.8271,90-94
14106,0.7096,90-94
14107,0.29600000000000004,90-94
14108,0.6705,90-94
14109,0.7351,90-94
14110,0.8268,90-94
14111,0.5719,90-94
14112,0.7269,90-94
14113,0.4215,90-94
14114,0.4588,90-94
14115,0.4404,90-94
14116,0.8246,90-94
14117,0.0258,90-94
14118,0.7783,90-94
14119,-0.3182,90-94
14120,0.9201,90-94
14121,-0.4404,90-94
14122,0.3612,90-94
14123,0.9246,90-94
14124,0.8442,90-94
14125,0.7783,90-94
14126,0.872,90-94
14127,0.6908,90-94
14128,0.3182,90-94
14129,0.0516,90-94
14130,0.6908,90-94
14131,0.0,90-94
14132,0.836,90-94
14133,0.743,90-94
14134,0.9337,90-94
14135,0.9313,90-94
14136,0.8979,90-94
14137,0.34,90-94
14138,0.7959999999999999,90-94
14139,0.0,90-94
14140,0.0644,90-94
14141,0.3818,90-94
14142,0.0516,90-94
14143,0.6369,90-94
14144,0.2263,90-94
14145,0.8357,90-94
14146,0.9435,90-94
14147,0.3818,90-94
14148,0.5859,90-94
14149,0.8519,90-94
14150,0.5647,90-94
14151,0.8176,90-94
14152,0.29600000000000004,90-94
14153,0.7518,90-94
14154,0.34,90-94
14155,0.8516,90-94
14156,0.34,90-94
14157,0.7579,90-94
14158,0.2846,90-94
14159,0.0,90-94
14160,0.802,90-94
14161,0.8748,90-94
14162,0.6075,90-94
14163,0.9434,90-94
14164,0.9207,90-94
14165,0.8126,90-94
14166,0.7906,90-94
14167,0.2023,90-94
14168,0.5106,90-94
14169,0.6486,90-94
14170,0.875,90-94
14171,0.5647,90-94
14172,0.807,90-94
14173,0.8176,90-94
14174,0.7783,90-94
14175,0.4939,90-94
14176,0.9382,90-94
14177,0.4767,90-94
14178,0.8402,90-94
14179,0.875,90-94
14180,0.7351,90-94
14181,0.0,90-94
14182,0.8748,90-94
14183,0.6249,90-94
14184,0.4215,90-94
14185,0.9306,90-94
14186,0.7778,90-94
14187,0.9186,90-94
14188,0.7068,90-94
14189,0.6369,90-94
14190,0.4588,90-94
14191,0.8442,90-94
14192,0.0,90-94
14193,0.4588,90-94
14194,-0.2732,90-94
14195,0.2263,90-94
14196,0.3182,90-94
14197,0.1531,90-94
14198,0.0,90-94
14199,0.5106,90-94
14200,0.9201,90-94
14201,0.4215,90-94
14202,0.3182,90-94
14203,0.7783,90-94
14204,0.6369,90-94
14205,0.2023,90-94
14206,0.6697,90-94
14207,0.2023,90-94
14208,0.4588,90-94
14209,0.8625,90-94
14210,0.9022,90-94
14211,0.7003,90-94
14212,0.7269,90-94
14213,0.5423,90-94
14214,0.5719,90-94
14215,0.7906,90-94
14216,0.6354,90-94
14217,0.9136,90-94
14218,0.0,90-94
14219,0.0516,90-94
14220,0.7096,90-94
14221,0.7906,90-94
14222,0.0,90-94
14223,0.8402,90-94
14224,0.0,90-94
14225,0.0,90-94
14226,0.3818,90-94
14227,0.4404,90-94
14228,0.0,90-94
14229,0.6369,90-94
14230,0.8858,90-94
14231,0.3612,90-94
14232,0.9173,90-94
14233,0.9274,90-94
14234,0.5106,90-94
14235,0.3182,90-94
14236,0.29600000000000004,90-94
14237,0.8176,90-94
14238,0.7140000000000001,90-94
14239,0.1531,90-94
14240,0.4588,90-94
14241,0.0,90-94
14242,0.2732,90-94
14243,0.875,90-94
14244,0.8885,90-94
14245,0.6428,90-94
14246,0.6249,90-94
14247,0.705,90-94
14248,0.4939,90-94
14249,0.7269,90-94
14250,0.8705,90-94
14251,0.8074,90-94
14252,0.8442,90-94
14253,0.8909999999999999,90-94
14254,0.4404,90-94
14255,0.0,90-94
14256,0.5859,90-94
14257,0.7506,90-94
14258,0.9118,90-94
14259,0.5574,90-94
14260,0.8625,90-94
14261,0.0,90-94
14262,0.9136,90-94
14263,0.5267,90-94
14264,0.8519,90-94
14265,0.7096,90-94
14266,0.9612,90-94
14267,0.93,90-94
14268,0.2263,90-94
14269,0.7964,90-94
14270,0.4497,90-94
14271,0.6077,90-94
14272,0.9081,90-94
14273,0.3182,90-94
14274,0.9505,90-94
14275,0.872,90-94
14276,0.8909999999999999,90-94
14277,0.9217,90-94
14278,0.8591,90-94
14279,0.1027,90-94
14280,-0.128,90-94
14281,0.4767,90-94
14282,0.8883,90-94
14283,0.4767,90-94
14284,-0.29600000000000004,90-94
14285,0.4019,90-94
14286,0.7579,90-94
14287,0.0258,90-94
14288,0.9294,90-94
14289,0.875,90-94
14290,0.9136,90-94
14291,0.9052,90-94
14292,0.1779,90-94
14293,0.5994,90-94
14294,0.8957,90-94
14295,0.91,90-94
14296,0.8909999999999999,90-94
14297,0.9153,90-94
14298,0.8934,90-94
14299,-0.0258,90-94
14300,-0.25,90-94
14301,0.0,90-94
14302,0.6808,90-94
14303,0.4767,90-94
14304,0.5023,90-94
14305,0.7943,90-94
14306,0.9509,90-94
14307,-0.0258,90-94
14308,0.8528,90-94
14309,0.8126,90-94
14310,0.4005,90-94
14311,0.8739,90-94
14312,0.9117,90-94
14313,0.8834,90-94
14314,0.7873,90-94
14315,0.0387,90-94
14316,0.34,90-94
14317,0.4404,90-94
14318,0.34,90-94
14319,0.7096,90-94
14320,0.6908,90-94
14321,-0.1531,90-94
14322,0.3818,90-94
14323,0.8979,90-94
14324,0.9152,90-94
14325,0.7003,90-94
14326,-0.2732,90-94
14327,0.8037,90-94
14328,0.743,90-94
14329,0.2023,90-94
14330,0.7264,90-94
14331,0.7845,90-94
14332,-0.4019,90-94
14333,0.5267,90-94
14334,0.4215,90-94
14335,0.8591,90-94
14336,0.34,90-94
14337,0.34,90-94
14338,0.3182,90-94
14339,0.7964,90-94
14340,0.9371,90-94
14341,0.8074,90-94
14342,0.6908,90-94
14343,0.4767,90-94
14344,0.9062,90-94
14345,0.3716,90-94
14346,0.802,90-94
14347,0.7783,90-94
14348,0.7845,90-94
14349,-0.2263,90-94
14350,0.0,90-94
14351,0.0,90-94
14352,0.0,90-94
14353,0.5709,90-94
14354,-0.4215,90-94
14355,0.765,90-94
14356,0.8402,90-94
14357,0.9081,90-94
14358,0.5106,90-94
14359,0.2944,90-94
14360,0.8316,90-94
14361,0.5719,90-94
14362,0.8139,90-94
14363,0.2263,90-94
14364,0.8834,90-94
14365,0.8957,90-94
14366,0.6705,90-94
14367,0.5106,90-94
14368,0.7814,90-94
14369,0.4588,90-94
14370,0.7553,90-94
14371,0.2023,90-94
14372,0.743,90-94
14373,0.0516,90-94
14374,0.9393,90-94
14375,0.0258,90-94
14376,0.34,90-94
14377,0.3818,90-94
14378,0.7605,90-94
14379,0.2633,90-94
14380,0.0,90-94
14381,0.6486,90-94
14382,0.6652,90-94
14383,0.3597,90-94
14384,0.7845,90-94
14385,-0.29600000000000004,90-94
14386,0.0,90-94
14387,0.9062,90-94
14388,0.9153,90-94
14389,0.4404,90-94
14390,0.7964,90-94
14391,0.7351,90-94
14392,0.3182,90-94
14393,0.1419,90-94
14394,0.1779,90-94
14395,0.8481,90-94
14396,0.6901,90-94
14397,0.3612,90-94
14398,0.1901,90-94
14399,0.0,90-94
14400,0.4404,90-94
14401,-0.1779,90-94
14402,0.5106,90-94
14403,0.7876,90-94
14404,0.8176,90-94
14405,0.3182,90-94
14406,0.4939,90-94
14407,0.8591,90-94
14408,0.657,90-94
14409,0.5719,90-94
14410,0.9144,90-94
14411,0.3612,90-94
14412,0.6705,90-94
14413,-0.2382,90-94
14414,0.6249,90-94
14415,0.8271,90-94
14416,0.6833,90-94
14417,0.9186,90-94
14418,0.2023,90-94
14419,0.2617,90-94
14420,0.6757,90-94
14421,0.1531,90-94
14422,0.4588,90-94
14423,0.8176,90-94
14424,0.0,90-94
14425,0.7003,90-94
14426,0.9643,90-94
14427,0.7845,90-94
14428,0.765,90-94
14429,0.4215,90-94
14430,0.6705,90-94
14431,0.7096,90-94
14432,0.7269,90-94
14433,0.3612,90-94
14434,0.4754,90-94
14435,0.929,90-94
14436,0.8945,90-94
14437,0.4118,90-94
14438,0.4767,90-94
14439,0.7003,90-94
14440,0.6597,90-94
14441,0.6705,90-94
14442,0.0,90-94
14443,0.7717,90-94
14444,0.8625,90-94
14445,0.8934,90-94
14446,0.8553,90-94
14447,0.4939,90-94
14448,-0.29600000000000004,90-94
14449,0.875,90-94
14450,0.8658,90-94
14451,0.4215,90-94
14452,0.4215,90-94
14453,0.5719,90-94
